<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MICEX,60,20120105,220000,1439.0400000,1440.4300000,1439.0400000,1439.5200000,3243766
MICEX,60,20120105,230000,1439.5500000,1439.8300000,1439.3300000,1439.3300000,425255
MICEX,60,20120106,100000,1436.9000000,1440.5500000,1433.1600000,1434.0600000,2215503136
MICEX,60,20120106,110000,1434.0100000,1439.0600000,1431.9700000,1436.0300000,1463030623
MICEX,60,20120106,120000,1436.0100000,1443.5900000,1435.7500000,1442.9900000,2537059526
MICEX,60,20120106,130000,1443.0700000,1445.1600000,1440.1100000,1440.9900000,1167517752
MICEX,60,20120106,140000,1441.0100000,1445.1800000,1440.9600000,1443.3400000,1403733916
MICEX,60,20120106,150000,1443.1200000,1443.3400000,1436.2600000,1441.5800000,2074346332
MICEX,60,20120106,160000,1441.8500000,1448.5300000,1441.8500000,1445.7500000,3457366386
MICEX,60,20120106,170000,1446.0200000,1453.9200000,1444.7800000,1445.8600000,4685469116
MICEX,60,20120106,180000,1445.9000000,1446.9900000,1440.6000000,1440.6000000,3397453336
MICEX,60,20120106,190000,1440.2000000,1440.3700000,1436.7600000,1439.4700000,13698536
MICEX,60,20120106,200000,1439.7100000,1439.9300000,1439.6500000,1439.9300000,1583233
MICEX,60,20120106,210000,1439.9300000,1439.9300000,1438.3200000,1438.3700000,4108819
MICEX,60,20120106,220000,1438.0400000,1438.7300000,1437.8700000,1438.7300000,3361871
MICEX,60,20120106,230000,1438.7600000,1438.9500000,1438.7600000,1438.9500000,263940
MICEX,60,20120109,100000,1438.6300000,1438.8300000,1432.0200000,1435.6400000,2097493613
MICEX,60,20120109,110000,1434.2200000,1439.6300000,1432.4600000,1439.6300000,1733941058
MICEX,60,20120109,120000,1439.5800000,1446.0200000,1439.5800000,1445.0100000,3653618640
MICEX,60,20120109,130000,1444.9500000,1446.3600000,1442.3700000,1443.7200000,2526019668
MICEX,60,20120109,140000,1444.0100000,1446.2300000,1442.5900000,1443.3700000,1624644709
MICEX,60,20120109,150000,1443.1100000,1443.1800000,1439.3100000,1441.3200000,1565167042
MICEX,60,20120109,160000,1441.3200000,1443.7900000,1437.2500000,1442.9000000,1664264846
MICEX,60,20120109,170000,1443.2800000,1443.5600000,1439.3900000,1443.4800000,1340965825
MICEX,60,20120109,180000,1443.8000000,1449.4600000,1442.3800000,1448.3600000,2740588905
MICEX,60,20120109,190000,1448.2400000,1449.2800000,1447.1500000,1447.7800000,7427785
MICEX,60,20120109,200000,1447.7900000,1447.8200000,1444.0200000,1445.0300000,4068227
MICEX,60,20120109,210000,1445.1100000,1445.6800000,1445.0900000,1445.6800000,1289926
MICEX,60,20120109,220000,1445.6800000,1446.3400000,1445.6800000,1446.3400000,1182018
MICEX,60,20120109,230000,1446.3600000,1446.4400000,1446.3600000,1446.4400000,162356
MICEX,60,20120110,100000,1448.2100000,1461.2100000,1448.2100000,1460.7300000,6253024351
MICEX,60,20120110,110000,1460.7600000,1463.4600000,1460.0200000,1461.2200000,3466023443
MICEX,60,20120110,120000,1461.7000000,1469.6300000,1458.1300000,1468.3300000,10065384339
MICEX,60,20120110,130000,1468.3200000,1477.5000000,1468.3200000,1473.9300000,6360140395
MICEX,60,20120110,140000,1473.9600000,1476.1200000,1471.7300000,1472.9100000,4751710694
MICEX,60,20120110,150000,1472.8900000,1476.1300000,1472.3800000,1474.6500000,3312496408
MICEX,60,20120110,160000,1474.3400000,1478.7100000,1471.1700000,1476.8200000,7442554786
MICEX,60,20120110,170000,1476.8100000,1477.7000000,1472.7000000,1472.9300000,3851736115
MICEX,60,20120110,180000,1472.9800000,1477.4000000,1472.7100000,1476.8800000,6784847978
MICEX,60,20120110,190000,1476.7700000,1476.7700000,1474.9700000,1475.6400000,16332620
MICEX,60,20120110,200000,1475.6500000,1475.7100000,1475.4300000,1475.4300000,1753060
MICEX,60,20120110,210000,1475.2900000,1475.2900000,1473.6400000,1473.9400000,3379450
MICEX,60,20120110,220000,1473.9100000,1474.5200000,1473.9100000,1474.3600000,2272612
MICEX,60,20120110,230000,1474.3300000,1474.3300000,1473.7100000,1473.9600000,1501283
MICEX,60,20120111,100000,1473.3700000,1473.9400000,1466.5900000,1472.6900000,6081228120
MICEX,60,20120111,110000,1472.6400000,1473.1200000,1466.4600000,1467.6500000,4382757480
MICEX,60,20120111,120000,1467.2500000,1476.8900000,1466.2300000,1473.2000000,5487441371
MICEX,60,20120111,130000,1473.1800000,1480.2800000,1472.5300000,1478.9100000,5689124399
MICEX,60,20120111,140000,1478.9300000,1479.6600000,1473.7900000,1474.7200000,4126067159
MICEX,60,20120111,150000,1474.6500000,1475.0100000,1465.0600000,1466.7100000,10132910852
MICEX,60,20120111,160000,1466.1100000,1468.4700000,1458.7400000,1467.8900000,7979682353
MICEX,60,20120111,170000,1467.9700000,1469.3500000,1462.5200000,1468.9400000,3194217488
MICEX,60,20120111,180000,1468.9000000,1472.0800000,1465.4200000,1465.4700000,4857370867
MICEX,60,20120111,190000,1465.4300000,1468.2200000,1465.4100000,1466.7100000,28021232
MICEX,60,20120111,200000,1466.6400000,1467.8600000,1466.5000000,1467.8400000,6891988
MICEX,60,20120111,210000,1467.8200000,1468.4000000,1467.8000000,1468.3300000,1293561
MICEX,60,20120111,220000,1468.3100000,1468.5000000,1468.2900000,1468.2900000,1841259
MICEX,60,20120111,230000,1468.2900000,1470.2400000,1468.2100000,1470.2400000,2025693
MICEX,60,20120112,100000,1468.7200000,1473.8900000,1467.8900000,1470.2600000,2997619988
MICEX,60,20120112,110000,1470.2200000,1471.6100000,1459.3300000,1459.9000000,5126590882
MICEX,60,20120112,120000,1459.8700000,1466.7800000,1457.7800000,1464.5200000,3753657040
MICEX,60,20120112,130000,1464.3300000,1477.3700000,1460.6100000,1476.4100000,6883674387
MICEX,60,20120112,140000,1476.4300000,1485.1300000,1476.1000000,1483.0300000,7801971366
MICEX,60,20120112,150000,1483.1600000,1485.0900000,1480.0200000,1481.7300000,3629439691
MICEX,60,20120112,160000,1481.7400000,1484.8000000,1476.1800000,1478.2500000,4274343704
MICEX,60,20120112,170000,1478.2800000,1478.8700000,1468.7900000,1470.7400000,8306040621
MICEX,60,20120112,180000,1470.6700000,1473.0700000,1462.9600000,1464.5300000,7476953340
MICEX,60,20120112,190000,1464.6200000,1466.4400000,1462.8100000,1464.9400000,19714835
MICEX,60,20120112,200000,1465.0500000,1465.3000000,1465.0300000,1465.2500000,2325462
MICEX,60,20120112,210000,1465.2500000,1465.5700000,1464.2200000,1465.5700000,3265368
MICEX,60,20120112,220000,1465.7400000,1466.6700000,1465.7400000,1466.3800000,1802371
MICEX,60,20120112,230000,1466.3600000,1466.3600000,1463.1700000,1463.1700000,1948115
MICEX,60,20120113,100000,1464.2200000,1469.3300000,1462.2100000,1464.3800000,5304661330
MICEX,60,20120113,110000,1464.2400000,1470.0800000,1463.3700000,1467.9000000,2396095670
MICEX,60,20120113,120000,1467.9100000,1469.4100000,1462.5400000,1464.9000000,4367444231
MICEX,60,20120113,130000,1464.8500000,1468.8500000,1460.1300000,1468.8500000,4602546993
MICEX,60,20120113,140000,1469.0900000,1469.8100000,1463.9200000,1467.3300000,3362530560
MICEX,60,20120113,150000,1467.4300000,1472.3800000,1466.1500000,1470.4600000,4623914776
MICEX,60,20120113,160000,1470.5800000,1478.1200000,1468.9900000,1475.2100000,5781172049
MICEX,60,20120113,170000,1475.3000000,1477.1200000,1469.5000000,1469.5000000,4198690285
MICEX,60,20120113,180000,1469.5600000,1470.0500000,1458.7500000,1463.4300000,8922091015
MICEX,60,20120113,190000,1463.4400000,1463.4400000,1459.1900000,1460.2100000,44791062
MICEX,60,20120113,200000,1460.4000000,1460.6500000,1459.9300000,1460.6100000,5844814
MICEX,60,20120113,210000,1460.6000000,1460.6100000,1459.4400000,1459.4400000,2141291
MICEX,60,20120113,220000,1459.3500000,1459.3500000,1458.8900000,1459.0100000,1004592
MICEX,60,20120113,230000,1458.9200000,1459.4100000,1458.9200000,1459.4100000,498542
MICEX,60,20120116,100000,1455.0400000,1455.0400000,1445.9800000,1451.1100000,4777235197
MICEX,60,20120116,110000,1450.5600000,1451.3900000,1446.8600000,1448.5000000,2642053082
MICEX,60,20120116,120000,1448.4000000,1463.1700000,1447.2500000,1462.5500000,5971278826
MICEX,60,20120116,130000,1463.1300000,1464.3500000,1458.4700000,1460.0400000,3602251694
MICEX,60,20120116,140000,1460.0500000,1463.6900000,1455.6800000,1462.0100000,3322113398
MICEX,60,20120116,150000,1462.1600000,1464.9200000,1461.1900000,1462.7900000,2750989034
MICEX,60,20120116,160000,1464.8200000,1465.9400000,1461.8000000,1464.3900000,2457867962
MICEX,60,20120116,170000,1464.9900000,1467.4100000,1464.1700000,1466.0100000,2061064877
MICEX,60,20120116,180000,1466.0200000,1466.9600000,1464.1400000,1464.4200000,2624538421
MICEX,60,20120116,190000,1464.7400000,1467.1400000,1464.7400000,1465.2900000,21651316
MICEX,60,20120116,200000,1465.3000000,1465.3000000,1464.6200000,1464.8000000,2542533
MICEX,60,20120116,210000,1464.7700000,1465.0700000,1464.6900000,1465.0700000,1546568
MICEX,60,20120116,220000,1465.1300000,1465.9700000,1465.1300000,1465.9700000,882333
MICEX,60,20120116,230000,1466.0200000,1466.2300000,1465.9000000,1465.9100000,472776
MICEX,60,20120117,100000,1471.5000000,1485.8200000,1471.5000000,1485.7800000,7601433808
MICEX,60,20120117,110000,1485.8100000,1494.7600000,1485.8100000,1494.0900000,7468317485
MICEX,60,20120117,120000,1494.1000000,1494.9500000,1488.8000000,1491.9400000,6527158400
MICEX,60,20120117,130000,1491.9900000,1492.2400000,1488.9300000,1491.0400000,2926892517
MICEX,60,20120117,140000,1491.2200000,1492.7000000,1484.9300000,1485.0100000,4303716763
MICEX,60,20120117,150000,1485.0200000,1486.6300000,1480.2400000,1480.5000000,4136829647
MICEX,60,20120117,160000,1480.4600000,1485.0400000,1476.0500000,1481.5400000,4875229981
MICEX,60,20120117,170000,1481.2400000,1485.6800000,1478.0200000,1480.5800000,3764561593
MICEX,60,20120117,180000,1480.5400000,1486.7500000,1479.3300000,1486.3400000,5199721152
MICEX,60,20120117,190000,1486.3600000,1486.3600000,1484.8800000,1485.2100000,8288706
MICEX,60,20120117,200000,1485.2300000,1485.6500000,1485.2300000,1485.6500000,1932126
MICEX,60,20120117,210000,1485.6700000,1486.9300000,1485.6700000,1486.4700000,2875666
MICEX,60,20120117,220000,1486.3500000,1486.3700000,1485.6700000,1485.6700000,1611817
MICEX,60,20120117,230000,1485.6500000,1485.6500000,1484.7200000,1484.7200000,1319805
MICEX,60,20120118,100000,1485.6000000,1485.9700000,1476.7900000,1479.6300000,4073707741
MICEX,60,20120118,110000,1479.4700000,1484.6900000,1476.9500000,1483.3800000,3107214151
MICEX,60,20120118,120000,1483.4000000,1483.9400000,1475.5700000,1482.6800000,5462581343
MICEX,60,20120118,130000,1482.8600000,1490.0500000,1482.8600000,1488.9300000,4832000486
MICEX,60,20120118,140000,1489.0700000,1493.8500000,1487.6700000,1487.8500000,6502966887
MICEX,60,20120118,150000,1487.7100000,1490.7300000,1487.1400000,1489.2800000,2360147978
MICEX,60,20120118,160000,1489.5200000,1490.1000000,1482.0500000,1486.7000000,4098156832
MICEX,60,20120118,170000,1486.8300000,1490.2800000,1485.1300000,1487.1500000,3446539460
MICEX,60,20120118,180000,1487.1500000,1494.5200000,1486.0800000,1493.7000000,6072424945
MICEX,60,20120118,190000,1493.3800000,1499.7200000,1493.3800000,1496.4000000,49117608
MICEX,60,20120118,200000,1496.5200000,1496.9500000,1495.4200000,1495.4200000,4143733
MICEX,60,20120118,210000,1495.3600000,1497.7900000,1495.2200000,1497.6600000,5159441
MICEX,60,20120118,220000,1497.4200000,1497.4200000,1496.2300000,1496.2300000,2395118
MICEX,60,20120118,230000,1496.1700000,1496.3900000,1495.9400000,1496.3500000,563053
MICEX,60,20120119,100000,1497.6800000,1503.8100000,1497.6800000,1500.5200000,7080964319
MICEX,60,20120119,110000,1500.5000000,1500.8600000,1496.9400000,1497.7800000,3580671462
MICEX,60,20120119,120000,1497.9400000,1498.3100000,1490.4700000,1496.1800000,7868363152
MICEX,60,20120119,130000,1496.1900000,1497.6800000,1492.1700000,1492.6400000,5015341733
MICEX,60,20120119,140000,1492.6400000,1498.5500000,1492.4400000,1497.6200000,3369852101
MICEX,60,20120119,150000,1497.6700000,1499.4300000,1495.3600000,1499.4300000,3634538495
MICEX,60,20120119,160000,1499.4100000,1505.9700000,1496.6500000,1501.9100000,8649357973
MICEX,60,20120119,170000,1501.9700000,1505.7800000,1501.8000000,1502.7500000,6840309238
MICEX,60,20120119,180000,1502.7600000,1504.4700000,1500.1400000,1503.7000000,6398673114
MICEX,60,20120119,190000,1505.1200000,1505.1200000,1502.1400000,1503.6700000,38254541
MICEX,60,20120119,200000,1503.5900000,1504.5500000,1503.5500000,1504.5200000,9999837
MICEX,60,20120119,210000,1504.5200000,1504.7700000,1504.0900000,1504.3400000,3433259
MICEX,60,20120119,220000,1504.3800000,1505.7000000,1504.3800000,1505.6600000,2271116
MICEX,60,20120119,230000,1505.7000000,1505.7500000,1505.6300000,1505.7500000,350189
MICEX,60,20120120,100000,1506.1400000,1506.5100000,1497.7200000,1498.9400000,5143791902
MICEX,60,20120120,110000,1498.9900000,1502.2000000,1496.8100000,1499.0800000,3234305944
MICEX,60,20120120,120000,1499.0800000,1503.7800000,1494.4500000,1497.2000000,7362357247
MICEX,60,20120120,130000,1497.2100000,1503.0200000,1496.7300000,1500.8400000,4154161404
MICEX,60,20120120,140000,1500.8100000,1502.9100000,1499.1700000,1499.4700000,2128443531
MICEX,60,20120120,150000,1499.4900000,1501.4000000,1498.0600000,1500.4800000,2753902796
MICEX,60,20120120,160000,1500.0300000,1501.7900000,1497.2100000,1497.2600000,3137187134
MICEX,60,20120120,170000,1497.2600000,1497.2600000,1486.1700000,1486.9000000,7900849952
MICEX,60,20120120,180000,1486.8700000,1491.8500000,1486.4700000,1491.1500000,4420706181
MICEX,60,20120120,190000,1490.7000000,1490.7700000,1487.7000000,1489.8800000,44749822
MICEX,60,20120120,200000,1489.8400000,1489.8400000,1489.4600000,1489.7500000,1796244
MICEX,60,20120120,210000,1489.7400000,1490.2300000,1489.7400000,1489.9000000,2792906
MICEX,60,20120120,220000,1489.8800000,1490.4900000,1489.8100000,1490.4000000,2043393
MICEX,60,20120120,230000,1490.4000000,1490.6900000,1490.0700000,1490.4100000,1383251
MICEX,60,20120123,100000,1489.9900000,1493.0100000,1486.3300000,1489.2500000,3947065072
MICEX,60,20120123,110000,1489.2500000,1489.5200000,1486.2200000,1487.1700000,1677353564
MICEX,60,20120123,120000,1487.1600000,1494.0600000,1486.3900000,1488.6000000,6189436061
MICEX,60,20120123,130000,1488.2700000,1488.5900000,1477.7300000,1480.0100000,8876183845
MICEX,60,20120123,140000,1480.0400000,1487.5100000,1477.0200000,1485.5800000,6937440902
MICEX,60,20120123,150000,1485.6200000,1489.3700000,1485.6200000,1486.8300000,4523601808
MICEX,60,20120123,160000,1488.0900000,1493.5800000,1487.5600000,1493.1500000,5381064799
MICEX,60,20120123,170000,1493.1600000,1497.8500000,1492.0600000,1492.7500000,5970512808
MICEX,60,20120123,180000,1492.8800000,1499.8100000,1492.0800000,1499.2700000,5980460576
MICEX,60,20120123,190000,1499.2700000,1502.1600000,1497.6100000,1497.6100000,42336021
MICEX,60,20120123,200000,1497.6000000,1497.6100000,1497.0400000,1497.1200000,3014248
MICEX,60,20120123,210000,1497.0800000,1497.1000000,1496.3500000,1496.3700000,2001287
MICEX,60,20120123,220000,1496.5200000,1496.6800000,1496.3900000,1496.3900000,1505577
MICEX,60,20120123,230000,1496.3900000,1496.3900000,1496.0900000,1496.0900000,927127
MICEX,60,20120124,100000,1495.2500000,1496.3900000,1492.0600000,1494.0300000,3732548422
MICEX,60,20120124,110000,1494.2000000,1494.3700000,1489.1600000,1490.7600000,2852971240
MICEX,60,20120124,120000,1490.7300000,1495.3500000,1485.2900000,1488.1000000,6682608116
MICEX,60,20120124,130000,1488.2300000,1489.9900000,1485.9200000,1487.5500000,3300832698
MICEX,60,20120124,140000,1487.3100000,1490.3800000,1485.4800000,1486.2000000,2722557933
MICEX,60,20120124,150000,1486.1600000,1486.1600000,1480.6500000,1484.7900000,4978545867
MICEX,60,20120124,160000,1484.6300000,1490.9000000,1484.6100000,1488.7800000,4951279978
MICEX,60,20120124,170000,1488.9600000,1493.2200000,1488.4300000,1491.4100000,4351016883
MICEX,60,20120124,180000,1491.3700000,1496.1000000,1487.6600000,1488.7000000,6663829207
MICEX,60,20120124,190000,1488.7400000,1490.3100000,1488.7400000,1489.9700000,54417170
MICEX,60,20120124,200000,1489.9900000,1490.1000000,1489.4900000,1489.8600000,2146051
MICEX,60,20120124,210000,1489.8800000,1489.9900000,1489.5800000,1489.5800000,4149864
MICEX,60,20120124,220000,1489.5800000,1489.6100000,1488.9300000,1488.9300000,950887
MICEX,60,20120124,230000,1488.9400000,1489.5200000,1488.9200000,1489.4100000,1652061
MICEX,60,20120125,100000,1492.8200000,1504.1700000,1492.8200000,1504.0400000,12360845743
MICEX,60,20120125,110000,1504.6000000,1505.9100000,1500.7100000,1501.8700000,6530435692
MICEX,60,20120125,120000,1501.9900000,1507.2500000,1500.8400000,1504.9200000,8104922355
MICEX,60,20120125,130000,1504.8900000,1505.3500000,1498.9500000,1499.7600000,5163596083
MICEX,60,20120125,140000,1499.7900000,1501.1100000,1493.7800000,1493.8500000,5388388386
MICEX,60,20120125,150000,1493.7000000,1497.4100000,1493.0700000,1496.0400000,4791164356
MICEX,60,20120125,160000,1495.7400000,1496.1000000,1492.0500000,1494.6200000,6169333783
MICEX,60,20120125,170000,1494.6500000,1499.3100000,1493.7300000,1495.8300000,5013886917
MICEX,60,20120125,180000,1495.8200000,1499.6800000,1493.4300000,1498.7900000,5404952795
MICEX,60,20120125,190000,1498.8000000,1501.2400000,1498.8000000,1500.3200000,12166542
MICEX,60,20120125,200000,1500.3100000,1502.1700000,1500.3100000,1501.8700000,3950065
MICEX,60,20120125,210000,1501.8400000,1501.8400000,1500.8500000,1501.5400000,3595629
MICEX,60,20120125,220000,1501.5600000,1507.4000000,1501.5600000,1506.3900000,16439484
MICEX,60,20120125,230000,1506.9500000,1507.1800000,1504.1100000,1504.2300000,3025782
MICEX,60,20120126,100000,1504.9300000,1513.5600000,1504.9300000,1510.5500000,8918184575
MICEX,60,20120126,110000,1510.7200000,1514.8300000,1510.5100000,1511.2000000,7452622352
MICEX,60,20120126,120000,1511.2400000,1512.4400000,1503.5100000,1506.3400000,10824003211
MICEX,60,20120126,130000,1506.3000000,1513.5800000,1506.1100000,1513.5400000,10234272371
MICEX,60,20120126,140000,1513.2400000,1519.5100000,1512.9900000,1515.1800000,11872118055
MICEX,60,20120126,150000,1515.1400000,1517.5700000,1512.3300000,1514.0100000,5045077529
MICEX,60,20120126,160000,1513.6400000,1515.5400000,1511.0900000,1513.8500000,5462361711
MICEX,60,20120126,170000,1513.8100000,1517.2900000,1513.2100000,1516.7700000,6283020685
MICEX,60,20120126,180000,1516.8700000,1517.3500000,1513.0500000,1514.7200000,7730875706
MICEX,60,20120126,190000,1514.8900000,1515.1600000,1512.1300000,1513.2400000,22499270
MICEX,60,20120126,200000,1513.2100000,1513.2100000,1512.0700000,1512.0700000,4412026
MICEX,60,20120126,210000,1512.0500000,1514.5000000,1512.0100000,1514.3800000,6969289
MICEX,60,20120126,220000,1514.3700000,1514.3800000,1512.9000000,1512.9000000,4404743
MICEX,60,20120126,230000,1512.8700000,1512.8700000,1512.0700000,1512.0800000,5280245
MICEX,60,20120127,100000,1510.1400000,1518.1000000,1505.1300000,1517.4100000,8873032515
MICEX,60,20120127,110000,1517.3200000,1517.3400000,1508.0600000,1508.3800000,6340889780
MICEX,60,20120127,120000,1508.4000000,1516.4300000,1507.7900000,1514.2000000,4953147623
MICEX,60,20120127,130000,1514.1600000,1516.7700000,1512.9900000,1516.4600000,4226280416
MICEX,60,20120127,140000,1516.4600000,1518.4000000,1513.8500000,1515.1400000,4372058225
MICEX,60,20120127,150000,1515.1500000,1515.3000000,1511.3300000,1512.0500000,3689339300
MICEX,60,20120127,160000,1512.9700000,1515.7100000,1512.2200000,1514.1000000,3367572495
MICEX,60,20120127,170000,1514.0900000,1514.1200000,1503.3800000,1505.0900000,6904696845
MICEX,60,20120127,180000,1504.8700000,1509.2300000,1504.5000000,1508.0400000,6133179809
MICEX,60,20120127,190000,1508.0500000,1510.7300000,1507.7900000,1510.3700000,19823781
MICEX,60,20120127,200000,1510.4700000,1513.9400000,1509.8600000,1510.5700000,16585419
MICEX,60,20120127,210000,1510.5600000,1510.6300000,1509.4600000,1510.2500000,5162835
MICEX,60,20120127,220000,1510.2200000,1511.2400000,1509.9100000,1510.9700000,5855082
MICEX,60,20120127,230000,1511.1600000,1511.9700000,1511.1600000,1511.6100000,1250372
MICEX,60,20120130,100000,1507.3000000,1509.1700000,1500.9700000,1503.9100000,4341937641
MICEX,60,20120130,110000,1503.8900000,1507.5300000,1500.5900000,1501.9200000,4381031185
MICEX,60,20120130,120000,1501.4800000,1505.2600000,1498.3600000,1498.8300000,5395971724
MICEX,60,20120130,130000,1498.7500000,1498.7500000,1493.2500000,1495.1800000,4237428638
MICEX,60,20120130,140000,1495.1800000,1499.3300000,1494.7700000,1497.3600000,2812366165
MICEX,60,20120130,150000,1497.3500000,1504.2000000,1495.5300000,1503.5800000,4412472682
MICEX,60,20120130,160000,1504.3400000,1504.4000000,1500.3300000,1500.7500000,3667015471
MICEX,60,20120130,170000,1500.8000000,1504.0300000,1496.1300000,1496.1300000,4518187398
MICEX,60,20120130,180000,1496.0100000,1497.4400000,1492.0400000,1496.3000000,6408530899
MICEX,60,20120130,190000,1496.1100000,1499.3900000,1495.8000000,1499.2700000,11353116
MICEX,60,20120130,200000,1499.2000000,1499.8800000,1499.1600000,1499.4300000,6216601
MICEX,60,20120130,210000,1499.4400000,1499.9000000,1499.2300000,1499.2300000,1601581
MICEX,60,20120130,220000,1499.2300000,1499.7700000,1499.2300000,1499.4900000,2140032
MICEX,60,20120130,230000,1499.5900000,1500.5100000,1499.5900000,1500.5100000,2018972
MICEX,60,20120131,100000,1501.3900000,1515.3600000,1501.3900000,1513.9900000,7429387693
MICEX,60,20120131,110000,1514.3800000,1518.1900000,1512.6100000,1515.4800000,3992997478
MICEX,60,20120131,120000,1515.7400000,1517.1200000,1510.9400000,1515.0800000,5129780016
MICEX,60,20120131,130000,1515.0700000,1515.0700000,1510.7200000,1512.0500000,4464158506
MICEX,60,20120131,140000,1512.0600000,1518.3500000,1512.0100000,1516.7000000,3561008789
MICEX,60,20120131,150000,1516.7600000,1517.0300000,1510.1300000,1510.1900000,3411483891
MICEX,60,20120131,160000,1510.0500000,1510.3100000,1506.5800000,1507.2000000,3981845472
MICEX,60,20120131,170000,1507.1600000,1508.0200000,1504.4200000,1505.9100000,3162875526
MICEX,60,20120131,180000,1505.8600000,1517.6400000,1503.5400000,1514.0300000,8836233268
MICEX,60,20120131,190000,1513.9900000,1513.9900000,1509.6700000,1511.7600000,106314229
MICEX,60,20120131,200000,1511.6800000,1511.6800000,1511.2500000,1511.3500000,8787512
MICEX,60,20120131,210000,1511.3500000,1512.9000000,1511.3300000,1512.2400000,3091283
MICEX,60,20120131,220000,1511.9300000,1511.9300000,1511.0000000,1511.5200000,6826249
MICEX,60,20120131,230000,1511.5300000,1511.6000000,1510.9100000,1510.9100000,1313719
MICEX,60,20120201,100000,1510.3000000,1513.9100000,1506.5400000,1507.2600000,5057183246
MICEX,60,20120201,110000,1506.7400000,1509.1100000,1504.1700000,1508.3200000,3417380715
MICEX,60,20120201,120000,1508.2400000,1524.1700000,1508.2400000,1524.1300000,9483075630
