<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MICEX,60,20070115,160000,1629.4700000,1637.1400000,1627.7900000,1636.4700000,0
MICEX,60,20070115,170000,1636.4700000,1647.4400000,1632.8400000,1647.1800000,0
MICEX,60,20070115,180000,1647.1700000,1652.9300000,1646.4600000,1650.6300000,0
MICEX,60,20070116,100000,1650.5500000,1652.7700000,1646.6500000,1648.2400000,0
MICEX,60,20070116,110000,1648.2300000,1664.3300000,1645.9700000,1664.3300000,0
MICEX,60,20070116,120000,1664.3300000,1677.9000000,1662.1000000,1677.8100000,0
MICEX,60,20070116,130000,1677.8100000,1680.3500000,1671.6500000,1677.7300000,0
MICEX,60,20070116,140000,1677.6200000,1677.6700000,1659.2800000,1659.5600000,0
MICEX,60,20070116,150000,1659.5900000,1659.5900000,1638.4200000,1652.5400000,0
MICEX,60,20070116,160000,1652.5400000,1652.5400000,1637.4200000,1643.0600000,0
MICEX,60,20070116,170000,1643.0300000,1653.9100000,1636.2100000,1653.3000000,0
MICEX,60,20070116,180000,1653.3200000,1654.8600000,1640.5200000,1641.5100000,0
MICEX,60,20070117,100000,1639.9700000,1651.4600000,1629.5500000,1648.2100000,0
MICEX,60,20070117,110000,1648.2200000,1655.1400000,1644.7400000,1646.0800000,0
MICEX,60,20070117,120000,1646.0800000,1648.0300000,1638.7500000,1642.9400000,0
MICEX,60,20070117,130000,1642.9500000,1651.3200000,1642.3100000,1650.5900000,0
MICEX,60,20070117,140000,1650.6000000,1653.1200000,1643.1600000,1645.0300000,0
MICEX,60,20070117,150000,1644.7500000,1644.7800000,1628.7800000,1628.8400000,0
MICEX,60,20070117,160000,1628.8500000,1628.8500000,1604.7200000,1605.4700000,0
MICEX,60,20070117,170000,1605.4600000,1622.2400000,1597.2500000,1619.0100000,0
MICEX,60,20070117,180000,1618.9500000,1621.4400000,1604.9400000,1610.7800000,0
MICEX,60,20070118,100000,1621.5600000,1644.4200000,1621.5600000,1635.5400000,0
MICEX,60,20070118,110000,1635.5800000,1647.4900000,1629.6100000,1644.4700000,0
MICEX,60,20070118,120000,1644.4200000,1647.8200000,1632.6400000,1634.4500000,0
MICEX,60,20070118,130000,1634.4500000,1634.5500000,1614.2500000,1617.2600000,0
MICEX,60,20070118,140000,1617.2500000,1619.1900000,1606.2700000,1610.5900000,0
MICEX,60,20070118,150000,1610.5100000,1622.3400000,1608.8200000,1616.3400000,0
MICEX,60,20070118,160000,1616.3800000,1622.5500000,1614.3900000,1621.4000000,0
MICEX,60,20070118,170000,1621.4200000,1634.8400000,1621.2800000,1630.7100000,0
MICEX,60,20070118,180000,1630.7200000,1630.9700000,1605.3600000,1607.4700000,0
MICEX,60,20070119,100000,1606.4100000,1612.0700000,1597.0200000,1604.7700000,0
MICEX,60,20070119,110000,1604.7700000,1607.5000000,1595.6000000,1603.6400000,0
MICEX,60,20070119,120000,1603.6500000,1607.3500000,1602.2200000,1604.9800000,0
MICEX,60,20070119,130000,1605.0300000,1606.2200000,1600.1600000,1604.3400000,0
MICEX,60,20070119,140000,1604.3400000,1609.7700000,1604.1300000,1606.1400000,0
MICEX,60,20070119,150000,1606.1400000,1617.3800000,1605.2000000,1612.0300000,0
MICEX,60,20070119,160000,1612.0300000,1616.0700000,1607.7700000,1609.0700000,0
MICEX,60,20070119,170000,1609.0700000,1612.1900000,1608.3000000,1609.6700000,0
MICEX,60,20070119,180000,1609.6700000,1617.3800000,1609.6700000,1617.0400000,0
MICEX,60,20070122,100000,1635.2000000,1648.1300000,1635.2000000,1644.2400000,0
MICEX,60,20070122,110000,1644.2300000,1652.2100000,1639.2500000,1652.1000000,0
MICEX,60,20070122,120000,1652.0600000,1652.2400000,1644.3200000,1646.4000000,0
MICEX,60,20070122,130000,1646.4000000,1647.2200000,1635.7400000,1639.5100000,0
MICEX,60,20070122,140000,1639.5200000,1643.2900000,1639.5200000,1640.0700000,0
MICEX,60,20070122,150000,1640.0500000,1642.2400000,1631.4800000,1631.9600000,0
MICEX,60,20070122,160000,1631.9600000,1639.9100000,1629.2800000,1638.8600000,0
MICEX,60,20070122,170000,1638.8600000,1649.3300000,1638.8300000,1649.3300000,0
MICEX,60,20070122,180000,1649.1500000,1655.5500000,1648.3100000,1654.6700000,0
MICEX,60,20070123,100000,1653.2100000,1653.9500000,1643.4000000,1652.1100000,0
MICEX,60,20070123,110000,1651.9200000,1661.4500000,1650.8700000,1660.5400000,0
MICEX,60,20070123,120000,1660.5300000,1662.4100000,1659.1200000,1661.3100000,0
MICEX,60,20070123,130000,1661.3100000,1666.3000000,1661.2400000,1662.2500000,0
MICEX,60,20070123,140000,1662.2500000,1664.4800000,1652.3400000,1655.3500000,0
MICEX,60,20070123,150000,1655.3500000,1658.9600000,1655.0200000,1655.9100000,0
MICEX,60,20070123,160000,1655.9300000,1659.7500000,1655.3800000,1658.2600000,0
MICEX,60,20070123,170000,1658.2600000,1658.2800000,1652.2600000,1654.9800000,0
MICEX,60,20070123,180000,1654.9300000,1664.9300000,1654.5400000,1664.2300000,0
MICEX,60,20070124,100000,1678.3600000,1688.1400000,1678.3600000,1684.4100000,0
MICEX,60,20070124,110000,1684.4100000,1690.3200000,1680.0300000,1683.3100000,0
MICEX,60,20070124,120000,1683.2800000,1684.2100000,1676.8300000,1680.4700000,0
MICEX,60,20070124,130000,1680.2300000,1682.3200000,1675.1900000,1677.3400000,0
MICEX,60,20070124,140000,1677.3400000,1681.3700000,1674.3300000,1681.1300000,0
MICEX,60,20070124,150000,1681.1200000,1685.2200000,1680.8200000,1683.0200000,0
MICEX,60,20070124,160000,1682.9800000,1689.0100000,1672.3000000,1675.2400000,0
MICEX,60,20070124,170000,1675.2100000,1678.7500000,1664.9800000,1665.1300000,0
MICEX,60,20070124,180000,1665.1200000,1671.3000000,1658.4800000,1662.2500000,0
MICEX,60,20070125,100000,1666.7500000,1687.1200000,1666.7500000,1685.2100000,0
MICEX,60,20070125,110000,1685.2100000,1688.5700000,1682.4800000,1688.3000000,0
MICEX,60,20070125,120000,1688.4400000,1690.1900000,1685.5400000,1689.9000000,0
MICEX,60,20070125,130000,1689.9100000,1692.7500000,1688.6900000,1690.2000000,0
MICEX,60,20070125,140000,1690.2100000,1695.4900000,1689.1600000,1693.1000000,0
MICEX,60,20070125,150000,1693.0900000,1693.0900000,1686.2400000,1691.8300000,0
MICEX,60,20070125,160000,1691.8100000,1692.0800000,1682.5000000,1685.2200000,0
MICEX,60,20070125,170000,1685.2200000,1689.9700000,1679.3000000,1682.4700000,0
MICEX,60,20070125,180000,1682.4700000,1686.8000000,1680.2100000,1681.4900000,0
MICEX,60,20070126,100000,1675.4500000,1676.8500000,1668.1200000,1674.8700000,0
MICEX,60,20070126,110000,1674.7500000,1678.6200000,1672.9000000,1675.2100000,0
MICEX,60,20070126,120000,1675.2100000,1678.3300000,1673.2800000,1675.4400000,0
MICEX,60,20070126,130000,1675.4300000,1677.2400000,1672.7700000,1675.1400000,0
MICEX,60,20070126,140000,1675.1400000,1677.2000000,1669.2100000,1669.7800000,0
MICEX,60,20070126,150000,1669.8500000,1671.1600000,1664.9300000,1666.3100000,0
MICEX,60,20070126,160000,1666.2900000,1671.6500000,1665.9400000,1671.0800000,0
MICEX,60,20070126,170000,1671.0100000,1675.3400000,1668.0700000,1669.5600000,0
MICEX,60,20070126,180000,1669.5600000,1672.2700000,1667.3300000,1669.7900000,0
MICEX,60,20070129,100000,1670.0700000,1684.9700000,1670.0700000,1679.4600000,0
MICEX,60,20070129,110000,1679.3900000,1680.6600000,1670.0200000,1671.0000000,0
MICEX,60,20070129,120000,1670.8900000,1674.3700000,1670.0600000,1672.7900000,0
MICEX,60,20070129,130000,1672.8100000,1673.1200000,1665.6100000,1669.2700000,0
MICEX,60,20070129,140000,1669.2900000,1671.5600000,1659.8000000,1662.5300000,0
MICEX,60,20070129,150000,1662.5300000,1665.0400000,1659.2700000,1662.5000000,0
MICEX,60,20070129,160000,1662.5000000,1664.5700000,1658.9700000,1660.3700000,0
MICEX,60,20070129,170000,1660.3700000,1660.3700000,1650.2700000,1653.1500000,0
MICEX,60,20070129,180000,1653.1500000,1653.1500000,1640.4800000,1641.8200000,0
MICEX,60,20070130,100000,1639.5800000,1639.5800000,1622.3300000,1627.7900000,0
MICEX,60,20070130,110000,1627.7600000,1631.3200000,1623.7900000,1626.7400000,0
MICEX,60,20070130,120000,1626.7400000,1629.3700000,1610.9100000,1610.9900000,0
MICEX,60,20070130,130000,1611.0600000,1617.6000000,1606.4500000,1614.3300000,0
MICEX,60,20070130,140000,1614.3300000,1619.3800000,1612.7500000,1617.9300000,0
MICEX,60,20070130,150000,1617.9800000,1633.7000000,1617.3900000,1632.6000000,0
MICEX,60,20070130,160000,1632.6000000,1632.6000000,1624.2300000,1630.1500000,0
MICEX,60,20070130,170000,1630.1400000,1633.7200000,1627.4600000,1628.9400000,0
MICEX,60,20070130,180000,1628.9400000,1645.5400000,1628.9400000,1645.0400000,0
MICEX,60,20070131,100000,1658.1300000,1668.3000000,1658.1300000,1663.1400000,0
MICEX,60,20070131,110000,1663.1400000,1668.3000000,1660.6400000,1662.0900000,0
MICEX,60,20070131,120000,1662.4200000,1665.3500000,1657.9700000,1664.6900000,0
MICEX,60,20070131,130000,1664.7200000,1664.8600000,1658.0100000,1658.4600000,0
MICEX,60,20070131,140000,1658.4300000,1660.4500000,1657.9200000,1658.8400000,0
MICEX,60,20070131,150000,1658.7700000,1661.4900000,1653.1900000,1655.0300000,0
MICEX,60,20070131,160000,1655.1400000,1660.7800000,1654.8400000,1657.9000000,0
MICEX,60,20070131,170000,1657.9700000,1659.2700000,1650.2500000,1651.1000000,0
MICEX,60,20070131,180000,1651.1100000,1657.0500000,1649.2800000,1656.9700000,0
MICEX,60,20070201,100000,1663.1000000,1678.8700000,1663.1000000,1678.6100000,0
MICEX,60,20070201,110000,1678.6900000,1683.4000000,1677.1500000,1681.1100000,0
MICEX,60,20070201,120000,1681.1100000,1688.0200000,1678.6100000,1687.6300000,0
MICEX,60,20070201,130000,1687.6200000,1690.6100000,1683.6300000,1688.9400000,0
MICEX,60,20070201,140000,1688.9400000,1695.6600000,1688.9200000,1695.6400000,0
MICEX,60,20070201,150000,1695.6600000,1698.3800000,1691.0400000,1693.0100000,0
MICEX,60,20070201,160000,1693.1000000,1703.7900000,1693.1000000,1702.3500000,0
MICEX,60,20070201,170000,1702.3300000,1707.4100000,1698.2300000,1706.1200000,0
MICEX,60,20070201,180000,1706.1600000,1706.2400000,1698.9700000,1702.9000000,0
MICEX,60,20070202,100000,1703.9400000,1711.6100000,1700.1700000,1700.1700000,0
MICEX,60,20070202,110000,1700.1600000,1700.1700000,1692.3100000,1697.3900000,0
MICEX,60,20070202,120000,1697.3900000,1701.1100000,1696.7000000,1698.8500000,0
MICEX,60,20070202,130000,1698.8300000,1702.9900000,1698.7900000,1701.4800000,0
MICEX,60,20070202,140000,1701.4800000,1708.5800000,1701.4100000,1708.1700000,0
MICEX,60,20070202,150000,1708.2400000,1712.2100000,1700.9800000,1701.0700000,0
MICEX,60,20070202,160000,1699.6700000,1710.4300000,1682.3600000,1705.0100000,0
MICEX,60,20070202,170000,1704.9300000,1710.3600000,1698.5200000,1698.5900000,0
MICEX,60,20070202,180000,1698.6100000,1701.3600000,1694.5900000,1701.2700000,0
MICEX,60,20070205,100000,1706.8100000,1712.3300000,1706.0200000,1710.3100000,0
MICEX,60,20070205,110000,1710.4600000,1712.8200000,1708.0000000,1712.2500000,0
MICEX,60,20070205,120000,1712.3100000,1714.1500000,1709.8400000,1710.2300000,0
MICEX,60,20070205,130000,1710.0600000,1710.4200000,1702.1100000,1704.3900000,0
MICEX,60,20070205,140000,1704.3900000,1705.4800000,1700.3800000,1701.7000000,0
MICEX,60,20070205,150000,1701.7000000,1704.5200000,1698.6800000,1703.6100000,0
MICEX,60,20070205,160000,1703.6000000,1710.2600000,1703.1800000,1705.4200000,0
MICEX,60,20070205,170000,1705.4800000,1713.4800000,1704.0000000,1709.8900000,0
MICEX,60,20070205,180000,1709.8900000,1713.6300000,1709.0500000,1713.6300000,0
MICEX,60,20070206,100000,1712.9900000,1715.0200000,1708.1000000,1708.1000000,0
MICEX,60,20070206,110000,1708.0700000,1725.0100000,1708.0100000,1724.3500000,0
MICEX,60,20070206,120000,1724.3400000,1733.5000000,1724.2900000,1729.8600000,0
MICEX,60,20070206,130000,1729.8600000,1734.8500000,1728.6600000,1733.9100000,0
MICEX,60,20070206,140000,1733.9100000,1735.8100000,1731.3700000,1734.1300000,0
MICEX,60,20070206,150000,1734.1100000,1735.6400000,1731.2400000,1732.6900000,0
MICEX,60,20070206,160000,1732.6900000,1734.6000000,1730.0200000,1732.6700000,0
MICEX,60,20070206,170000,1732.6800000,1734.7500000,1727.6300000,1730.8200000,0
MICEX,60,20070206,180000,1730.8200000,1732.1800000,1727.3300000,1730.7300000,0
MICEX,60,20070207,100000,1732.7900000,1738.8400000,1731.9500000,1733.3200000,0
MICEX,60,20070207,110000,1733.3100000,1733.3600000,1718.0000000,1726.7700000,0
MICEX,60,20070207,120000,1726.8300000,1728.0800000,1720.3400000,1724.5500000,0
MICEX,60,20070207,130000,1724.5700000,1724.7100000,1718.4000000,1719.1800000,0
MICEX,60,20070207,140000,1719.1900000,1719.3300000,1714.5900000,1716.0400000,0
MICEX,60,20070207,150000,1716.0400000,1723.5400000,1716.0300000,1723.5100000,0
MICEX,60,20070207,160000,1723.5300000,1728.2400000,1722.6900000,1727.7900000,0
MICEX,60,20070207,170000,1727.7600000,1729.8000000,1725.5300000,1727.0700000,0
MICEX,60,20070207,180000,1727.0200000,1730.5800000,1723.5500000,1724.2300000,0
MICEX,60,20070208,100000,1720.0100000,1720.0100000,1703.3300000,1704.2000000,0
MICEX,60,20070208,110000,1704.1100000,1710.1000000,1700.4800000,1701.6700000,0
MICEX,60,20070208,120000,1701.6800000,1703.2300000,1692.5800000,1693.5600000,0
MICEX,60,20070208,130000,1693.6300000,1696.2500000,1682.1600000,1685.6300000,0
MICEX,60,20070208,140000,1685.6300000,1694.1000000,1685.6300000,1693.3900000,0
MICEX,60,20070208,150000,1693.3000000,1693.4100000,1687.2000000,1687.3100000,0
MICEX,60,20070208,160000,1687.4000000,1687.6400000,1679.6400000,1684.2900000,0
MICEX,60,20070208,170000,1684.5600000,1686.9800000,1679.4400000,1680.2400000,0
MICEX,60,20070208,180000,1680.2400000,1684.8500000,1678.7400000,1679.5600000,0
MICEX,60,20070209,100000,1690.0900000,1708.2500000,1690.0900000,1703.9700000,0
MICEX,60,20070209,110000,1703.9500000,1704.3900000,1697.0100000,1698.7900000,0
MICEX,60,20070209,120000,1698.8100000,1698.8200000,1688.2000000,1690.1200000,0
MICEX,60,20070209,130000,1690.2300000,1691.4600000,1680.5000000,1685.7000000,0
MICEX,60,20070209,140000,1685.6800000,1691.0900000,1682.7600000,1688.8000000,0
MICEX,60,20070209,150000,1688.8100000,1695.3100000,1687.3400000,1695.2600000,0
MICEX,60,20070209,160000,1695.2700000,1701.8500000,1693.9300000,1698.7600000,0
MICEX,60,20070209,170000,1698.7500000,1701.5500000,1695.6500000,1698.9900000,0
MICEX,60,20070209,180000,1698.9100000,1698.9100000,1688.9100000,1695.2900000,0
MICEX,60,20070212,100000,1688.7000000,1688.7000000,1673.7100000,1674.1700000,0
MICEX,60,20070212,110000,1674.1700000,1689.5500000,1673.9800000,1682.0100000,0
MICEX,60,20070212,120000,1682.3500000,1683.3000000,1672.7400000,1675.0400000,0
MICEX,60,20070212,130000,1675.0400000,1677.4300000,1673.0300000,1675.7400000,0
MICEX,60,20070212,140000,1675.7400000,1677.6600000,1661.5400000,1664.6100000,0
MICEX,60,20070212,150000,1664.5200000,1672.1700000,1661.3600000,1662.3900000,0
MICEX,60,20070212,160000,1662.4100000,1663.6800000,1650.7200000,1651.1000000,0
MICEX,60,20070212,170000,1651.1700000,1653.4800000,1645.8300000,1652.5200000,0
MICEX,60,20070212,180000,1652.5300000,1652.8800000,1639.5200000,1639.5200000,0
MICEX,60,20070213,100000,1635.7900000,1639.8100000,1618.9200000,1630.7600000,0
MICEX,60,20070213,110000,1630.7600000,1654.6900000,1629.4500000,1654.6600000,0
MICEX,60,20070213,120000,1654.6400000,1663.3900000,1646.5200000,1651.6500000,0
MICEX,60,20070213,130000,1651.5500000,1654.5200000,1649.6300000,1650.2900000,0
MICEX,60,20070213,140000,1650.2900000,1666.9900000,1648.1000000,1664.3300000,0
MICEX,60,20070213,150000,1664.3900000,1665.3800000,1657.7300000,1662.4200000,0
MICEX,60,20070213,160000,1662.4200000,1670.7200000,1662.4200000,1667.5600000,0
MICEX,60,20070213,170000,1667.5500000,1674.9600000,1666.6800000,1673.3400000,0
MICEX,60,20070213,180000,1673.3900000,1679.0300000,1673.3300000,1678.9600000,0
MICEX,60,20070214,100000,1687.4900000,1691.8500000,1682.3400000,1683.9600000,0
MICEX,60,20070214,110000,1683.9600000,1687.1000000,1679.0100000,1682.2300000,0
MICEX,60,20070214,120000,1682.2400000,1682.3000000,1676.8000000,1680.1400000,0
MICEX,60,20070214,130000,1680.1300000,1683.4300000,1678.3800000,1681.0100000,0
MICEX,60,20070214,140000,1681.0100000,1683.0000000,1678.6100000,1682.3500000,0
MICEX,60,20070214,150000,1682.3300000,1689.0300000,1682.2900000,1687.3800000,0
MICEX,60,20070214,160000,1687.3800000,1688.2600000,1683.4900000,1687.6500000,0
MICEX,60,20070214,170000,1687.6900000,1688.0200000,1678.2700000,1681.0100000,0
MICEX,60,20070214,180000,1681.0200000,1693.9100000,1680.8300000,1691.0200000,0
MICEX,60,20070215,100000,1691.0100000,1693.7700000,1689.2100000,1693.4400000,0
MICEX,60,20070215,110000,1693.4200000,1707.5600000,1692.3800000,1703.0200000,0
MICEX,60,20070215,120000,1703.0500000,1705.0500000,1700.7300000,1701.2000000,0
MICEX,60,20070215,130000,1701.1100000,1701.8100000,1695.5800000,1696.4500000,0
MICEX,60,20070215,140000,1696.4500000,1702.9600000,1696.3900000,1701.6900000,0
MICEX,60,20070215,150000,1701.6900000,1704.6000000,1699.7200000,1702.6100000,0
MICEX,60,20070215,160000,1702.5900000,1702.9500000,1694.5200000,1700.0400000,0
MICEX,60,20070215,170000,1700.0100000,1700.8800000,1686.5000000,1686.7700000,0
MICEX,60,20070215,180000,1686.7700000,1691.3900000,1685.4000000,1690.8100000,0
MICEX,60,20070216,100000,1691.3200000,1696.5900000,1690.6500000,1690.7600000,0
MICEX,60,20070216,110000,1690.7500000,1690.7800000,1676.6400000,1680.0600000,0
MICEX,60,20070216,120000,1680.1700000,1687.5200000,1676.6300000,1687.2900000,0
MICEX,60,20070216,130000,1687.3100000,1691.9000000,1686.7100000,1689.1200000,0
MICEX,60,20070216,140000,1689.1100000,1693.3900000,1688.4800000,1692.3700000,0
MICEX,60,20070216,150000,1692.3900000,1697.5500000,1690.3700000,1694.8400000,0
MICEX,60,20070216,160000,1694.8400000,1695.6800000,1688.2300000,1690.3300000,0
MICEX,60,20070216,170000,1690.3200000,1698.3500000,1690.3200000,1695.3100000,0
MICEX,60,20070216,180000,1695.4000000,1695.5800000,1691.8300000,1694.2500000,0
MICEX,60,20070219,100000,1696.5700000,1707.8900000,1696.5700000,1703.7300000,0
MICEX,60,20070219,110000,1703.7300000,1706.6600000,1701.0200000,1703.5200000,0
MICEX,60,20070219,120000,1703.5500000,1710.9000000,1703.5100000,1710.6500000,0
MICEX,60,20070219,130000,1710.6300000,1713.1500000,1709.2600000,1712.4500000,0
MICEX,60,20070219,140000,1712.4100000,1712.5500000,1706.1400000,1707.3200000,0
MICEX,60,20070219,150000,1707.3200000,1709.7000000,1706.9300000,1708.6800000,0
MICEX,60,20070219,160000,1708.6800000,1708.9000000,1704.4900000,1706.2900000,0
MICEX,60,20070219,170000,1706.3600000,1706.3800000,1701.2900000,1704.5200000,0
MICEX,60,20070219,180000,1704.5300000,1704.5300000,1696.5200000,1696.5200000,0
MICEX,60,20070220,100000,1696.1900000,1702.9700000,1695.0300000,1699.2300000,0
MICEX,60,20070220,110000,1699.2300000,1699.4800000,1694.3400000,1696.7000000,0
MICEX,60,20070220,120000,1696.7000000,1698.8000000,1695.9300000,1697.2600000,0
MICEX,60,20070220,130000,1697.1400000,1699.2300000,1692.4800000,1692.4800000,0
MICEX,60,20070220,140000,1692.5100000,1694.6400000,1691.4000000,1692.0700000,0
MICEX,60,20070220,150000,1692.0700000,1697.4300000,1690.6800000,1696.6600000,0
MICEX,60,20070220,160000,1696.6600000,1697.6900000,1691.4100000,1692.6800000,0
MICEX,60,20070220,170000,1692.7300000,1693.4400000,1684.1200000,1689.4500000,0
MICEX,60,20070220,180000,1689.3900000,1689.5500000,1682.3500000,1682.5000000,0
MICEX,60,20070221,100000,1682.6400000,1692.0900000,1682.6400000,1688.4800000,0
MICEX,60,20070221,110000,1688.4600000,1699.4900000,1687.0800000,1698.8400000,0
MICEX,60,20070221,120000,1698.9300000,1703.1400000,1696.4500000,1696.9200000,0
MICEX,60,20070221,130000,1696.9500000,1701.5600000,1696.8700000,1699.4100000,0
MICEX,60,20070221,140000,1699.4100000,1700.1200000,1697.9400000,1698.7300000,0
MICEX,60,20070221,150000,1698.7000000,1701.7200000,1698.6900000,1701.5300000,0
MICEX,60,20070221,160000,1701.5500000,1702.1400000,1695.7700000,1698.2100000,0
MICEX,60,20070221,170000,1698.1800000,1701.7200000,1692.5700000,1695.1900000,0
MICEX,60,20070221,180000,1695.1800000,1697.4300000,1691.0700000,1697.2000000,0
MICEX,60,20070222,100000,1701.9800000,1712.6900000,1701.9800000,1710.4600000,0
MICEX,60,20070222,110000,1710.4500000,1713.6100000,1708.6100000,1712.8200000,0
MICEX,60,20070222,120000,1712.9000000,1718.5000000,1711.3000000,1717.4500000,0
MICEX,60,20070222,130000,1717.4900000,1720.1800000,1714.7100000,1714.7600000,0
MICEX,60,20070222,140000,1714.7600000,1714.8100000,1710.3300000,1714.2300000,0
MICEX,60,20070222,150000,1714.2300000,1717.8700000,1713.9100000,1716.1700000,0
MICEX,60,20070222,160000,1716.1800000,1721.0400000,1715.3300000,1720.9300000,0
MICEX,60,20070222,170000,1720.9300000,1725.5100000,1719.3500000,1725.3600000,0
MICEX,60,20070222,180000,1725.3900000,1729.1100000,1722.6400000,1728.3600000,0
MICEX,60,20070226,100000,1739.6600000,1748.7700000,1739.6600000,1748.0100000,0
MICEX,60,20070226,110000,1748.0100000,1754.3500000,1747.8300000,1753.1700000,0
MICEX,60,20070226,120000,1753.3200000,1753.4900000,1747.6100000,1749.6900000,0
MICEX,60,20070226,130000,1749.7100000,1751.5200000,1747.7300000,1749.6100000,0
MICEX,60,20070226,140000,1749.6000000,1750.5400000,1744.8500000,1747.6200000,0
MICEX,60,20070226,150000,1747.5600000,1753.0200000,1747.4600000,1753.0200000,0
MICEX,60,20070226,160000,1753.1600000,1754.9400000,1749.2700000,1749.5200000,0
MICEX,60,20070226,170000,1749.4600000,1753.8900000,1749.0800000,1751.4900000,0
MICEX,60,20070226,180000,1751.4800000,1756.8300000,1751.4600000,1754.4900000,0
MICEX,60,20070227,100000,1746.3200000,1746.3200000,1728.5800000,1728.6400000,0
MICEX,60,20070227,110000,1728.6000000,1731.0500000,1719.7800000,1722.3800000,0
MICEX,60,20070227,120000,1722.3600000,1722.7900000,1714.5800000,1719.5600000,0
MICEX,60,20070227,130000,1719.5900000,1721.9000000,1717.2100000,1717.4500000,0
MICEX,60,20070227,140000,1717.4500000,1719.7400000,1710.9400000,1711.0400000,0
MICEX,60,20070227,150000,1711.0300000,1711.3300000,1700.6000000,1705.2200000,0
MICEX,60,20070227,160000,1705.2900000,1708.4600000,1687.5400000,1688.1500000,0
MICEX,60,20070227,170000,1688.1200000,1688.2400000,1672.7500000,1674.1400000,0
MICEX,60,20070227,180000,1674.1500000,1688.9400000,1674.1300000,1682.1200000,0
